First level,Domain/Workflow/...,Second Level,Third Level,V2 Section,V2 Section Names,v2+ HTML Page,v2+ Group Type,v2+ Group Section,Comments
,,,,8.4.3,MFN/MFK - Master File Notification - Site Defined (Event M14) ,Message - M14 Master File Notification - Site Defined,Message,Tab - MFK Interaction,
,,,,8.7.1,MFN/MFK - Staff/Practitioner Master File Message (Event M02),Message - M02 Staff/Practitioner Master File,Message,Text,
,,,,8.7.1,MFN/MFK - Staff/Practitioner Master File Message (Event M02),Message - M02 Staff/Practitioner Master File,Message,Tab - MFN^M02^MFN_M02,
,,,,8.7.1,MFN/MFK - Staff/Practitioner Master File Message (Event M02),Message - M02 Staff/Practitioner Master File,Message,Tab - MFN Interaction,
,,,,8.7.1,MFN/MFK - Staff/Practitioner Master File Message (Event M02),Message - M02 Staff/Practitioner Master File,Message,Tab - ACK^M02^ACK,
,,,,8.7.1,MFN/MFK - Staff/Practitioner Master File Message (Event M02),Message - M02 Staff/Practitioner Master File,Message,Tab - ACK Interaction,
,,,,8.7.1,MFN/MFK - Staff/Practitioner Master File Message (Event M02),Message - M02 Staff/Practitioner Master File,Message,Tab - MFK^M02^MFK_M01,
,,,,8.7.1,MFN/MFK - Staff/Practitioner Master File Message (Event M02),Message - M02 Staff/Practitioner Master File,Message,Tab - MFK Interaction,
,,,,8.8.1; 8.8.3,MFN/MFK - Master File Notification - Test/Observation (Numeric) (Event M08),Message - M08 Master File Notification - Test/Observation (Numeric),Message,Text,
,,,,8.8.3,MFN/MFK - Master File Notification - Test/Observation (Numeric) (Event M08),Message - M08 Master File Notification - Test/Observation (Numeric),Message,Tab - MFN^M08^MFN_M08,
,,,,8.8.3,MFN/MFK - Master File Notification - Test/Observation (Numeric) (Event M08),Message - M08 Master File Notification - Test/Observation (Numeric),Message,Tab - MFN Interaction,
,,,,8.8.3,MFN/MFK - Master File Notification - Test/Observation (Numeric) (Event M08),Message - M08 Master File Notification - Test/Observation (Numeric),Message,Tab - ACK^M08^ACK,
,,,,8.8.3,MFN/MFK - Master File Notification - Test/Observation (Numeric) (Event M08),Message - M08 Master File Notification - Test/Observation (Numeric),Message,Tab - ACK Interaction,
,,,,8.8.3,MFN/MFK - Master File Notification - Test/Observation (Numeric) (Event M08),Message - M08 Master File Notification - Test/Observation (Numeric),Message,Tab - MFK^M08^MFK_M01,
,,,,8.8.3,MFN/MFK - Master File Notification - Test/Observation (Numeric) (Event M08),Message - M08 Master File Notification - Test/Observation (Numeric),Message,Tab - MFK Interaction,
,,,,8.8.1; 8.8.4,MFN/MFK - Master File Notification - Test/Observation (Categorical) (Event M09),Message - M09 Master File Notification - Test/Observation (Categorical),Message,Text,
,,,,8.8.4,MFN/MFK - Master File Notification - Test/Observation (Categorical) (Event M09),Message - M09 Master File Notification - Test/Observation (Categorical),Message,Tab - MFN^M09^MFN_M09,
,,,,8.8.4,MFN/MFK - Master File Notification - Test/Observation (Categorical) (Event M09),Message - M09 Master File Notification - Test/Observation (Categorical),Message,Tab - MFN Interaction,
,,,,8.8.4,MFN/MFK - Master File Notification - Test/Observation (Categorical) (Event M09),Message - M09 Master File Notification - Test/Observation (Categorical),Message,Tab - ACK^M09^ACK,
,,,,8.8.4,MFN/MFK - Master File Notification - Test/Observation (Categorical) (Event M09),Message - M09 Master File Notification - Test/Observation (Categorical),Message,Tab - ACK Interaction,
,,,,8.8.4,MFN/MFK - Master File Notification - Test/Observation (Categorical) (Event M09),Message - M09 Master File Notification - Test/Observation (Categorical),Message,Tab - MFK^M09^MFK_M01,
,,,,8.8.4,MFN/MFK - Master File Notification - Test/Observation (Categorical) (Event M09),Message - M09 Master File Notification - Test/Observation (Categorical),Message,Tab - MFK Interaction,
,,,,8.8.1; 8.8.5,MFN/MFK - Master File Notification - Test/Observation Batteries (Event M10),Message - M10 Master File Notification - Test/Observation Batteries,Message,Text,
,,,,8.8.5,MFN/MFK - Master File Notification - Test/Observation Batteries (Event M10),Message - M10 Master File Notification - Test/Observation Batteries,Message,Tab - MFN^M10^MFN_M10,
,,,,8.8.5,MFN/MFK - Master File Notification - Test/Observation Batteries (Event M10),Message - M10 Master File Notification - Test/Observation Batteries,Message,Tab - MFN Interaction,
,,,,8.8.5,MFN/MFK - Master File Notification - Test/Observation Batteries (Event M10),Message - M10 Master File Notification - Test/Observation Batteries,Message,Tab - ACK^M10^ACK,
,,,,8.8.5,MFN/MFK - Master File Notification - Test/Observation Batteries (Event M10),Message - M10 Master File Notification - Test/Observation Batteries,Message,Tab - ACK Interaction,
,,,,8.8.5,MFN/MFK - Master File Notification - Test/Observation Batteries (Event M10),Message - M10 Master File Notification - Test/Observation Batteries,Message,Tab - MFK^M10^MFK_M01,
,,,,8.8.5,MFN/MFK - Master File Notification - Test/Observation Batteries (Event M10),Message - M10 Master File Notification - Test/Observation Batteries,Message,Tab - MFK Interaction,
,,,,8.8.1; 8.8.6,MFN/MFK - Master File Notification - Test/Calculated Observations (Event M11),Message - M11 Master File Notification - Test/Calculated Observations,Message,Text,
,,,,8.8.6,MFN/MFK - Master File Notification - Test/Calculated Observations (Event M11),Message - M11 Master File Notification - Test/Calculated Observations,Message,Tab - MFN^M11^MFN_M11,
,,,,8.8.6,MFN/MFK - Master File Notification - Test/Calculated Observations (Event M11),Message - M11 Master File Notification - Test/Calculated Observations,Message,Tab - MFN Interaction,
,,,,8.8.6,MFN/MFK - Master File Notification - Test/Calculated Observations (Event M11),Message - M11 Master File Notification - Test/Calculated Observations,Message,Tab - ACK^M11^ACK,
,,,,8.8.6,MFN/MFK - Master File Notification - Test/Calculated Observations (Event M11),Message - M11 Master File Notification - Test/Calculated Observations,Message,Tab - ACK Interaction,
,,,,8.8.6,MFN/MFK - Master File Notification - Test/Calculated Observations (Event M11),Message - M11 Master File Notification - Test/Calculated Observations,Message,Tab - MFK^M11^MFK_M01,
,,,,8.8.6,MFN/MFK - Master File Notification - Test/Calculated Observations (Event M11),Message - M11 Master File Notification - Test/Calculated Observations,Message,Tab - MFK Interaction,
,,,,8.8.1; 8.8.7,MFN/MFK - Master File Notification - Additional Basic Observation/Service Attributes (Event M12),Message - M12 Master File Notification - Additional Basic Observation/Service Attributes,Message,Text,
,,,,8.8.7,MFN/MFK - Master File Notification - Additional Basic Observation/Service Attributes (Event M12),Message - M12 Master File Notification - Additional Basic Observation/Service Attributes,Message,Tab - MFN^M12^MFN_M12,
,,,,8.8.7,MFN/MFK - Master File Notification - Additional Basic Observation/Service Attributes (Event M12),Message - M12 Master File Notification - Additional Basic Observation/Service Attributes,Message,Tab - MFN Interaction,
,,,,8.8.7,MFN/MFK - Master File Notification - Additional Basic Observation/Service Attributes (Event M12),Message - M12 Master File Notification - Additional Basic Observation/Service Attributes,Message,Tab - ACK^M12^ACK,
,,,,8.8.7,MFN/MFK - Master File Notification - Additional Basic Observation/Service Attributes (Event M12),Message - M12 Master File Notification - Additional Basic Observation/Service Attributes,Message,Tab - ACK Interaction,
,,,,8.8.7,MFN/MFK - Master File Notification - Additional Basic Observation/Service Attributes (Event M12),Message - M12 Master File Notification - Additional Basic Observation/Service Attributes,Message,Tab - MFK^M12^MFK_M01,
,,,,8.8.7,MFN/MFK - Master File Notification - Additional Basic Observation/Service Attributes (Event M12),Message - M12 Master File Notification - Additional Basic Observation/Service Attributes,Message,Tab - MFK Interaction,
,,,,8.8.1; 8.8.8,MFN/MFK – Master File Notification – Test/Observation (Payer) (Event M18),Message - M18 Master File Notification – Test/Observation (Payer),Message,Text,
,,,,8.8.8,MFN/MFK – Master File Notification – Test/Observation (Payer) (Event M18),Message - M18 Master File Notification – Test/Observation (Payer),Message,Tab - MFN^M18^MFN_M18,
,,,,8.8.8,MFN/MFK – Master File Notification – Test/Observation (Payer) (Event M18),Message - M18 Master File Notification – Test/Observation (Payer),Message,Tab - MFN Interaction,
,,,,8.8.8,MFN/MFK – Master File Notification – Test/Observation (Payer) (Event M18),Message - M18 Master File Notification – Test/Observation (Payer),Message,Tab - ACK^M18^ACK,
,,,,8.8.8,MFN/MFK – Master File Notification – Test/Observation (Payer) (Event M18),Message - M18 Master File Notification – Test/Observation (Payer),Message,Tab - ACK Interaction,
,,,,8.8.8,MFN/MFK – Master File Notification – Test/Observation (Payer) (Event M18),Message - M18 Master File Notification – Test/Observation (Payer),Message,Tab - MFK^M18^MFK_M01,
,,,,8.8.8,MFN/MFK – Master File Notification – Test/Observation (Payer) (Event M18),Message - M18 Master File Notification – Test/Observation (Payer),Message,Tab - MFK Interaction,
,,,,8.9.1,MFN/MFK - Patient Location Master File Message (event M05),Message - M05 Patient Location Master File,Message,Text,
,,,,8.9.1,MFN/MFK - Patient Location Master File Message (event M05),Message - M05 Patient Location Master File,Message,Tab - MFN^M05^MFN_M05,
,,,,8.9.1,MFN/MFK - Patient Location Master File Message (event M05),Message - M05 Patient Location Master File,Message,Tab - MFN Interaction,
,,,,8.9.1,MFN/MFK - Patient Location Master File Message (event M05),Message - M05 Patient Location Master File,Message,Tab - ACK^M05^ACK,
,,,,8.9.1,MFN/MFK - Patient Location Master File Message (event M05),Message - M05 Patient Location Master File,Message,Tab - ACK Interaction,
,,,,8.9.1,MFN/MFK - Patient Location Master File Message (event M05),Message - M05 Patient Location Master File,Message,Tab - MFK^M05^MFK_M01,
,,,,8.9.1,MFN/MFK - Patient Location Master File Message (event M05),Message - M05 Patient Location Master File,Message,Tab - MFK Interaction,
,,,,8.10.1,MFN/MFK - Charge Description Master File Message (Event M04),Message - M04 Charge Description Master File Message ,Message,Text,
,,,,8.10.1,MFN/MFK - Charge Description Master File Message (Event M04),Message - M04 Charge Description Master File Message ,Message,Tab - MFN^M04^MFN_M04,
,,,,8.10.1,MFN/MFK - Charge Description Master File Message (Event M04),Message - M04 Charge Description Master File Message ,Message,Tab - MFN Interaction,
,,,,8.10.1,MFN/MFK - Charge Description Master File Message (Event M04),Message - M04 Charge Description Master File Message ,Message,Tab - ACK^M04^ACK,
,,,,8.10.1,MFN/MFK - Charge Description Master File Message (Event M04),Message - M04 Charge Description Master File Message ,Message,Tab - ACK Interaction,
,,,,8.10.1,MFN/MFK - Charge Description Master File Message (Event M04),Message - M04 Charge Description Master File Message ,Message,Tab - MFK^M04^MFK_M01,
,,,,8.10.1,MFN/MFK - Charge Description Master File Message (Event M04),Message - M04 Charge Description Master File Message ,Message,Tab - MFK Interaction,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M06 Clinical Trials Master File,Message,Text,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M06 Clinical Trials Master File,Message,Tab - MFN^M06^MFN_M06,Need to add text to describe the event usage
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M06 Clinical Trials Master File,Message,Tab - MFN Interaction,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M06 Clinical Trials Master File,Message,Tab - ACK^M06^ACK,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M06 Clinical Trials Master File,Message,Tab - ACK Interaction,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M06 Clinical Trials Master File,Message,Tab - MFK^M06^MFK_M01,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M06 Clinical Trials Master File,Message,Tab - MFK Interaction,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M07 Clinical Trials Master File,Message,Text,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M07 Clinical Trials Master File,Message,Tab - MFN^M07^MFN_M07,Need to add text to describe the event usage
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M07 Clinical Trials Master File,Message,Tab - MFN Interaction,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M07 Clinical Trials Master File,Message,Tab - ACK^M07^ACK,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M07 Clinical Trials Master File,Message,Tab - ACK Interaction,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M07 Clinical Trials Master File,Message,Tab - MFK^M07^MFK_M01,
,,,,8.11.1,MFN/MFK - Clinical Trials Master File Message (Event M06-M07),Message - M07 Clinical Trials Master File,Message,Tab - MFK Interaction,
,,,,8.12.1,MFN/MFK - Inventory Item Master File Message (Event M15),Message - M15 Inventory Item Master File Message,Message,Text,
,,,,8.12.1,MFN/MFK - Inventory Item Master File Message (Event M15),Message - M15 Inventory Item Master File Message,Message,Tab - MFN^M15^MFN_M15,
,,,,8.12.1,MFN/MFK - Inventory Item Master File Message (Event M15),Message - M15 Inventory Item Master File Message,Message,Tab - MFN Interaction,
,,,,8.12.1,MFN/MFK - Inventory Item Master File Message (Event M15),Message - M15 Inventory Item Master File Message,Message,Tab - ACK^M15^ACK,
,,,,8.12.1,MFN/MFK - Inventory Item Master File Message (Event M15),Message - M15 Inventory Item Master File Message,Message,Tab - ACK Interaction,
,,,,8.12.1,MFN/MFK - Inventory Item Master File Message (Event M15),Message - M15 Inventory Item Master File Message,Message,Tab - MFK^M15^MFK_M01,
,,,,8.12.1,MFN/MFK - Inventory Item Master File Message (Event M15),Message - M15 Inventory Item Master File Message,Message,Tab - MFK Interaction,
,,,,8.12.2,MFN/MFK - Inventory Item Master File Message – Enhanced (Event M16),Message - M16 Inventory Item Master File – Enhanced ,Message,Text,
,,,,8.12.2,MFN/MFK - Inventory Item Master File Message – Enhanced (Event M16),Message - M16 Inventory Item Master File – Enhanced ,Message,Tab - MFN^M16^MFN_M16,
,,,,8.12.2,MFN/MFK - Inventory Item Master File Message – Enhanced (Event M16),Message - M16 Inventory Item Master File – Enhanced ,Message,Tab - MFN Interaction,
,,,,8.12.2,MFN/MFK - Inventory Item Master File Message – Enhanced (Event M16),Message - M16 Inventory Item Master File – Enhanced ,Message,Tab - ACK^M16^ACK,
,,,,8.12.2,MFN/MFK - Inventory Item Master File Message – Enhanced (Event M16),Message - M16 Inventory Item Master File – Enhanced ,Message,Tab - ACK Interaction,
,,,,8.12.2,MFN/MFK - Inventory Item Master File Message – Enhanced (Event M16),Message - M16 Inventory Item Master File – Enhanced ,Message,Tab - MFK^M16^MFK_M01,
,,,,8.12.2,MFN/MFK - Inventory Item Master File Message – Enhanced (Event M16),Message - M16 Inventory Item Master File – Enhanced ,Message,Tab - MFK Interaction,
,,,,8.13.1,MFN/MFK - DRG Master File Message (Event M17),Message - M17 DRG Master File,Message,Text,
,,,,8.13.1,MFN/MFK - DRG Master File Message (Event M17),Message - M17 DRG Master File,Message,Tab - MFN^M17^MFN_M17,
,,,,8.13.1,MFN/MFK - DRG Master File Message (Event M17),Message - M17 DRG Master File,Message,Tab - MFN Interaction,
,,,,8.13.1,MFN/MFK - DRG Master File Message (Event M17),Message - M17 DRG Master File,Message,Tab - ACK^M17^ACK,
,,,,8.13.1,MFN/MFK - DRG Master File Message (Event M17),Message - M17 DRG Master File,Message,Tab - ACK Interaction,
,,,,8.13.1,MFN/MFK - DRG Master File Message (Event M17),Message - M17 DRG Master File,Message,Tab - MFK^M17^MFK_M01,
,,,,8.13.1,MFN/MFK - DRG Master File Message (Event M17),Message - M17 DRG Master File,Message,Tab - MFK Interaction,
