Table #,V2 Table Type,Name,Description,Concept Domain,Steward WorkGroup,V2 Binding Code,Field Where Used,V2 Codes Table Comment.,Code System Problem?,Table OID,V2 Code System OID,V2 Code System URI,V2 Value Set OID,V2 Value Set URI,V2 Code System Version,version-tbl-introduced,version-csvs-introduced,V2 VS CLD Type
0763,User,DRG Procedure Relevance,Table of codes specifying the relevance of this particular procedure for the diagnosis related group (DRG) determination. US Realm.,DRGProcedureRelevance,fm,Representative (2),PR1-22,,,2.16.840.1.113883.12.763,2.16.840.1.113883.18.401,http://terminology.hl7.org/CodeSystem/v2-0763,2.16.840.1.113883.21.418,http://terminology.hl7.org/ValueSet/v2-0763,10,2.6,2.9,1
0771,User,Resource Type or Category,Table of codes specifying a high level categorization of resources.  No suggested values.,ResourceTypeOrCategory,pa,N/A (0),STF-39,,,2.16.840.1.113883.12.771,,,,,10,2.6,2.9,
0776,User,Item Status,Table of codes specifying the status (useful for reporting and item usage purposes) that applies to an item.,ItemStatus,mnm,Representative (2),ITM-3,,,2.16.840.1.113883.12.776,2.16.840.1.113883.18.402,http://terminology.hl7.org/CodeSystem/v2-0776,2.16.840.1.113883.21.419,http://terminology.hl7.org/ValueSet/v2-0776,10,2.6,2.9,1
0778,User,Item Type,Table of codes specifying a classification of material items into like groups as defined and utilized within an operating room setting for charting procedures.,ItemType,oo,Example (1),ITM-4,,,2.16.840.1.113883.12.778,2.16.840.1.113883.18.403,http://terminology.hl7.org/CodeSystem/v2-0778,2.16.840.1.113883.21.420,http://terminology.hl7.org/ValueSet/v2-0778,10,2.6,2.9,1
0790,User,Approving Regulatory Agency,"Table of codes specifying the regulatory agency by which the item has been approved, such as the FDA or AMA.",ApprovingRegulatoryAgency,oo,Example (1),ITM-16,,,2.16.840.1.113883.12.790,2.16.840.1.113883.18.404,http://terminology.hl7.org/CodeSystem/v2-0790,2.16.840.1.113883.21.421,http://terminology.hl7.org/ValueSet/v2-0790,10,2.6,2.9,1
0793,User,Ruling Act,Table of codes specifying an act containing a rule that the item is legally required to be included in notification reporting.,RulingAct,oo,Example (1),ITM-18,,,2.16.840.1.113883.12.793,2.16.840.1.113883.18.405,http://terminology.hl7.org/CodeSystem/v2-0793,2.16.840.1.113883.21.422,http://terminology.hl7.org/ValueSet/v2-0793,10,2.6,2.9,1
0806,User,Sterilization Type,Table of codes specifying the type of sterilization used for sterilizing the inventory supply item in the ITM segment.,SterilizationType,oo,Example (1),STZ-1,,,2.16.840.1.113883.12.806,2.16.840.1.113883.18.406,http://terminology.hl7.org/CodeSystem/v2-0806,2.16.840.1.113883.21.423,http://terminology.hl7.org/ValueSet/v2-0806,10,2.6,2.9,1
0809,User,Maintenance Cycle,"Table of codes specifying the maintenance cycle used for the inventory supply item, such as the number of times to sharpen after five uses.  No suggested values.",MaintenanceCycle,oo,N/A (0),STZ-3,,,2.16.840.1.113883.12.809,,,,,10,2.6,2.9,
0811,User,Maintenance Type,Table of codes specifying the type of maintenance performed on the inventory supply item.  This is different than the maintenance cycle in the sense that it can describe the number of maintenance cycles that can be performed before disposing of the inventory supply item.  No suggested values.,MaintenanceType,oo,N/A (0),STZ-4,,,2.16.840.1.113883.12.811,,,,,10,2.6,2.9,
0818,User,Package,Table of codes specifying the packaging unit in which this inventory supply item can be ordered or issued when purchased from the vendor in the related vendor segment.,Package,oo,Example (1),PKG-2,,,2.16.840.1.113883.12.818,2.16.840.1.113883.18.407,http://terminology.hl7.org/CodeSystem/v2-0818,2.16.840.1.113883.21.424,http://terminology.hl7.org/ValueSet/v2-0818,10,2.6,2.9,1
0834,Imported,MIME Types,Table of codes specifying the general type of data.,MimeTypes,inm,Representative (2),"RP.3, ED.2",,,2.16.840.1.113883.12.834,2.16.840.1.113883.18.408,http://terminology.hl7.org/CodeSystem/v2-0834,2.16.840.1.113883.21.425,http://terminology.hl7.org/ValueSet/v2-notAllCodes-0834,10,2.6,2.9,2
0836,User,Problem Severity,Table of codes specifying the severity of the problem.  No suggested values.,ProblemSeverity,,N/A (0),,,,2.16.840.1.113883.12.836,,,,,10,2.6,2.9,
0838,User,Problem Perspective,Table of codes specifying from whose perspective this problem was identified.  No suggested values.,ProblemPerspective,,N/A (0),,,,2.16.840.1.113883.12.838,,,,,10,2.6,2.9,
0865,User,Referral Documentation Completion Status,Table of codes specifying to the receiving provider that the clinical history in the message is incomplete and that more will follow.  No suggested values.,ReferralDocumentationCompletionStatus,oo,N/A (0),RF1-12,,,2.16.840.1.113883.12.865,,,,,10,2.6,2.9,
0868,User,Telecommunication Expiration Reason,"Table of codes specifying the reason this contact number/email was marked as ""ended"".",TelecommunicationExpirationReason,inm,Representative (2),XTN.15,,,2.16.840.1.113883.12.868,2.16.840.1.113883.18.409,http://terminology.hl7.org/CodeSystem/v2-0868,2.16.840.1.113883.21.426,http://terminology.hl7.org/ValueSet/v2-0868,10,2.6,2.9,1
0871,User,Supply Risk Codes,Table of codes specifying any known or suspected hazard associated with this material item.,SupplyRiskCodes,oo,Example (1),ITM-15,,,2.16.840.1.113883.12.871,2.16.840.1.113883.18.410,http://terminology.hl7.org/CodeSystem/v2-0871,2.16.840.1.113883.21.427,http://terminology.hl7.org/ValueSet/v2-0871,10,2.6,2.9,1
0879,User,Product/Service Code,Table of codes specifying what service was delivered/received.  No suggested values.,Product_ServiceCode,fm,N/A (0),"PSL-7, PSL-22",,,2.16.840.1.113883.12.879,,,,,10,2.6,2.9,
0880,User,Product/Service Code Modifier,"Table of codes specifying additional optional modifier(s) for the Product/Service Code (e.g., after hours - evening, after hours - weekend).  No suggested values.",Product_ServiceCodeModifier,fm,N/A (0),PSL-8,,,2.16.840.1.113883.12.880,,,,,10,2.6,2.9,
0881,User,Role Executing Physician,"Table of codes specifying the account role of the physician, for example, only billing for the professional part, the technical part or both.",RoleExecutingPhysician,fm,Example (1),PSL-31,,,2.16.840.1.113883.12.881,2.16.840.1.113883.18.411,http://terminology.hl7.org/CodeSystem/v2-0881,2.16.840.1.113883.21.428,http://terminology.hl7.org/ValueSet/v2-0881,10,2.6,2.9,1
0882,User,Medical Role Executing Physician,"Table of codes specifying the role of the physician (""self-employed"" or ""employed"").",MedicalRoleExecutingPhysician,fm,Example (1),PSL-32,,,2.16.840.1.113883.12.882,2.16.840.1.113883.18.412,http://terminology.hl7.org/CodeSystem/v2-0882,2.16.840.1.113883.21.429,http://terminology.hl7.org/ValueSet/v2-0882,10,2.6,2.9,1
0894,User,Side of body,"Table of codes specifying the side of the body (""left"" or ""right"").",SideOfBody,fm,Representative (2),PSL-33,,,2.16.840.1.113883.12.894,2.16.840.1.113883.18.413,http://terminology.hl7.org/CodeSystem/v2-0894,2.16.840.1.113883.21.430,http://terminology.hl7.org/ValueSet/v2-0894,10,2.6,2.9,1
0895,User,Present On Admission (POA) Indicator,Table of codes specifying the present on admission indicator for this particular diagnosis. US reimbursement formulas for some states and Medicare have mandated that each diagnosis code be flagged as to whether it was present on admission or not.,PresentOnAdmissionIndicator,fm,US Realm (4),DG1-26,,UTG Missing CodeSystem,2.16.840.1.113883.12.895,2.16.840.1.113883.6.301.11,http://terminology.hl7.org/CodeSystem/v2-0895,2.16.840.1.113883.21.431,http://terminology.hl7.org/ValueSet/v2-0895,10,2.6,2.9,1
0904,HL7,Security Check Scheme,HL7-defined table of codes specifying the scheme for the security check.,SecurityCheckScheme,inm,Universal (3),"CX.12, PPN.26, XCN.25",,,2.16.840.1.113883.12.904,2.16.840.1.113883.18.415,http://terminology.hl7.org/CodeSystem/v2-0904,2.16.840.1.113883.21.432,http://terminology.hl7.org/ValueSet/v2-0904,10,2.7,2.9,1
0905,User,Shipment Status,HL7-defined table of codes specifying the status of the shipment.,ShipmentStatus,oo,Example (1),SHP-3,,,2.16.840.1.113883.12.905,2.16.840.1.113883.18.416,http://terminology.hl7.org/CodeSystem/v2-0905,2.16.840.1.113883.21.433,http://terminology.hl7.org/ValueSet/v2-0905,10,2.7,2.9,1
0906,User,ActPriority,HL7-defined table of codes specifying the priority for the shipment.,V2ActPriority,oo,Representative (2),SHP-6,,,2.16.840.1.113883.12.906,2.16.840.1.113883.18.417,http://terminology.hl7.org/CodeSystem/v2-0906,2.16.840.1.113883.21.434,http://terminology.hl7.org/ValueSet/v2-0906,10,2.7,2.9,1
0907,User,Confidentiality,HL7-defined table of codes specifying the confidentiality for the shipment.,V2Confidentiality,oo,Representative (2),SHP-7,,,2.16.840.1.113883.12.907,2.16.840.1.113883.18.418,http://terminology.hl7.org/CodeSystem/v2-0907,2.16.840.1.113883.21.435,http://terminology.hl7.org/ValueSet/v2-0907,10,2.7,2.9,1
0908,User,Package Type,Table of codes specifying the type of package.  No suggested values.,PackageType,oo,N/A (0),PAC-5,,,2.16.840.1.113883.12.908,,,,,10,2.7,2.9,
0909,HL7,Patient Results Release Categorization Scheme,HL7-defined table of codes specifying the scheme for the patient results release categorization.,PatientResultsReleaseCategorizationScheme,oo,Universal (3),OBX-26,,,2.16.840.1.113883.12.909,2.16.840.1.113883.18.419,http://terminology.hl7.org/CodeSystem/v2-0909,2.16.840.1.113883.21.436,http://terminology.hl7.org/ValueSet/v2-0909,10,2.7,2.9,1
0910,User,Acquisition Modality,Table of codes specifying the modality for the acquisition. Suggest using values from DICOM.,AcquisitionModality,oo,N/A (0),OM1-47,,,2.16.840.1.113883.12.910,,,,,,2.7,2.9,1
0912,HL7-EXT,Participation,"HL7-defined table of codes that represent functional involvement of a caregiver or member of a care team with an activity being transmitted (e.g., Case Manager, Evaluator, Transcriber, Nurse Care Practitioner, Midwife, Physician Assistant, etc.).",Participation,oo,Universal (3),PRT-4,,,2.16.840.1.113883.12.912,2.16.840.1.113883.18.420,http://terminology.hl7.org/CodeSystem/v2-0912,2.16.840.1.113883.21.438,http://terminology.hl7.org/ValueSet/v2-0912,10,2.7,2.9,1
0913,Externally defined,Monetary Denomination Code,Table of codes specifying the denomination in which the quantity is expressed. The values for the denomination component are the three-character codes specified in  ISO-4217 (1.0.4217 iso4217).,MonetaryDenominationCode,inm,N/A (0),"MO.2, MOP.3",,UTG Missing CodeSystem,2.16.840.1.113883.12.913,1.0.4217,http://terminology.hl7.org/CodeSystem/v2-0913,,,10,2.7,2.9,
0914,User,Root Cause,Table of codes specifying the root cause.,RootCause,oo,Example (1),OBX-27,,,2.16.840.1.113883.12.914,2.16.840.1.113883.18.421,http://terminology.hl7.org/CodeSystem/v2-0914,2.16.840.1.113883.21.439,http://terminology.hl7.org/ValueSet/v2-0914,10,2.8,2.9,1
0915,User,Process Control Code,Table of codes specifying the process control code.  No suggested values.,ProcessControlCode,oo,N/A (0),OBX-28,,,2.16.840.1.113883.12.915,,,,,10,2.8,2.9,
0916,User,Relevant Clincial Information,Table of codes specifying additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies.,RelevantClinicialInformation,oo,N/A (0),OBR-13,,,2.16.840.1.113883.12.916,2.16.840.1.113883.18.422,http://terminology.hl7.org/CodeSystem/v2-0916,2.16.840.1.113883.21.440,http://terminology.hl7.org/ValueSet/v2-0916,10,2.7.1,2.9,1
0917,HL7,Bolus Type,HL7-defined table of codes specifying the type of bolus.,BolusType,oo,Universal (3),RXV-2,,,2.16.840.1.113883.12.917,2.16.840.1.113883.18.423,http://terminology.hl7.org/CodeSystem/v2-0917,2.16.840.1.113883.21.441,http://terminology.hl7.org/ValueSet/v2-0917,10,2.8,2.9,1
0918,HL7,PCA Type,HL7-defined table of codes specifying the type of PCA.,PcaType,oo,Universal (3),RXV-7,,,2.16.840.1.113883.12.918,2.16.840.1.113883.18.424,http://terminology.hl7.org/CodeSystem/v2-0918,2.16.840.1.113883.21.442,http://terminology.hl7.org/ValueSet/v2-0918,10,2.8,2.9,1
0919,HL7,Exclusive Test,"HL7-defined table of codes that define if a test should be a specific event with no other tests to be performed with this test, or not, or other special circumstances.",ExclusiveTest,oo,Universal (3),OM1-48,,,2.16.840.1.113883.12.919,2.16.840.1.113883.18.425,http://terminology.hl7.org/CodeSystem/v2-0919,2.16.840.1.113883.21.443,http://terminology.hl7.org/ValueSet/v2-0919,10,2.8,2.9,1
0920,HL7,Preferred Specimen/Attribute Status,HL7-defined table of codes that indicate whether a Specimen/Attribute is Preferred or Alternate for collection of a particular specimen.,PreferredSpecimen_AttributeStatus,oo,Universal (3),OM4-16,,,2.16.840.1.113883.12.920,2.16.840.1.113883.18.426,http://terminology.hl7.org/CodeSystem/v2-0920,2.16.840.1.113883.21.444,http://terminology.hl7.org/ValueSet/v2-0920,10,2.8,2.9,1
0921,User,Certification Type Code,Table of codes specifying the code for the certification type.,CertificationTypeCode,fm,Example (1),IN3-26,,,2.16.840.1.113883.12.921,2.16.840.1.113883.18.427,http://terminology.hl7.org/CodeSystem/v2-0921,2.16.840.1.113883.21.445,http://terminology.hl7.org/ValueSet/v2-0921,10,2.8,2.9,1
0922,User,Certification Category Code,Table of codes specifying the code for the certification category.,CertificationCategoryCode,fm,Example (1),IN3-27,,,2.16.840.1.113883.12.922,2.16.840.1.113883.18.428,http://terminology.hl7.org/CodeSystem/v2-0922,2.16.840.1.113883.21.446,http://terminology.hl7.org/ValueSet/v2-0922,10,2.8,2.9,1
0923,User,Process Interruption,HL7-defined table of codes specifying whether the process was interrrupted and whether the needle had been inserted in the donor's arm prior to the interruption.,ProcessInterruption,oo,Example (1),DON-12,,,2.16.840.1.113883.12.923,2.16.840.1.113883.18.429,http://terminology.hl7.org/CodeSystem/v2-0923,2.16.840.1.113883.21.447,http://terminology.hl7.org/ValueSet/v2-0923,10,2.8,2.9,1
0924,User,Cumulative Dosage Limit UoM,Table of codes specifying the unit of measure (UoM) for the cumulative dosage limit.,CumulativeDosageLimitUom,oo,Representative (2),CDO-4,,,2.16.840.1.113883.12.924,2.16.840.1.113883.18.430,http://terminology.hl7.org/CodeSystem/v2-0924,2.16.840.1.113883.21.448,http://terminology.hl7.org/ValueSet/v2-0924,10,2.8,2.9,1
0925,HL7,Phlebotomy Issue,HL7-defined table of codes specifying the phlebotomy issue.,PhlebotomyIssue,oo,Universal (3),DON-14,,,2.16.840.1.113883.12.925,2.16.840.1.113883.18.431,http://terminology.hl7.org/CodeSystem/v2-0925,2.16.840.1.113883.21.449,http://terminology.hl7.org/ValueSet/v2-0925,10,2.8,2.9,1
0926,HL7,Phlebotomy Status,HL7-defined table of codes specifying the status of the phlebotomy.,PhlebotomyStatus,oo,Universal (3),DON-21,,,2.16.840.1.113883.12.926,2.16.840.1.113883.18.432,http://terminology.hl7.org/CodeSystem/v2-0926,2.16.840.1.113883.21.450,http://terminology.hl7.org/ValueSet/v2-0926,10,2.8,2.9,1
0927,HL7,Arm Stick,HL7-defined table of codes specifying the arm(s) receiving the stick.,ArmStick,oo,Universal (3),DON-22,,,2.16.840.1.113883.12.927,2.16.840.1.113883.18.433,http://terminology.hl7.org/CodeSystem/v2-0927,2.16.840.1.113883.21.451,http://terminology.hl7.org/ValueSet/v2-0927,10,2.8,2.9,1
0929,HL7,Weight Units,HL7-defined table of codes specifying the units of weight.,WeightUnits,oo,Universal (3),BUI -5,,http://unitsofmeasure.org,2.16.840.1.113883.12.929,2.16.840.1.113883.6.8,http://unitsofmeasure.org,2.16.840.1.113883.21.452,http://terminology.hl7.org/ValueSet/v2-0929,10,2.8,2.9,2
0930,HL7,Volume Units,HL7-defined table of codes specifying the units of volume.,VolumeUnits,oo,Universal (3),BUI -7,,http://unitsofmeasure.org,2.16.840.1.113883.12.930,2.16.840.1.113883.6.8,http://unitsofmeasure.org,2.16.840.1.113883.21.453,http://terminology.hl7.org/ValueSet/v2-0930,10,2.8,2.9,2
0931,HL7,Temperature Units,HL7-defined table of codes specifying  the units of transport temperature.,TemperatureUnits,oo,Universal (3),BUI -12,,http://unitsofmeasure.org,2.16.840.1.113883.12.931,2.16.840.1.113883.6.8,http://unitsofmeasure.org,2.16.840.1.113883.21.454,http://terminology.hl7.org/ValueSet/v2-0931,10,2.8,2.9,1
0932,User,Donation Duration Units,HL7-defined table of codes specifying the units of donation duration.,DonationDurationUnits,oo,Example (1),DON-6,,,2.16.840.1.113883.12.932,,,2.16.840.1.113883.21.455,http://terminology.hl7.org/ValueSet/v2-0932,10,2.8,2.9,1
0933,HL7,Intended Procedure Type,HL7-defined table of codes specifying the type of intended procedure.,IntendedProcedureType,oo,Universal (3),DON-7,,,2.16.840.1.113883.12.933,2.16.840.1.113883.18.434,http://terminology.hl7.org/CodeSystem/v2-0933,2.16.840.1.113883.21.456,http://terminology.hl7.org/ValueSet/v2-0933,10,2.8,2.9,1
