Ch2c Table,Ch2c Concept Domain Info - Name,Ch2c Concept Domain Info - Symbolic Name,Ch2c Concept Domain Info - Description,Ch2c Concept Domain Info - Cd Only,Ch2c Cs Info - Oid,Ch2c Cs Info - Symbolic Name,Ch2c Cs Info - Description,Ch2c Cs Info - Full Name,Ch2c Cs Info - Utg Url,Ch2c Cs Info - Utg Name,Ch2c Cs Info - Table Oid,Ch2c Cs Info - Version Info,Ch2c Cs Info - Web Url,Ch2c Cs Info - Comments,Ch2c Cs Version Info - Effective Date,Ch2c Cs Version Info - Version,Ch2c Cs Version Info - Version Introduced,Ch2c Vs Version Info - Oid,Ch2c Vs Version Info - Symbolic Name,Ch2c Vs Version Info - Description,Ch2c Vs Version Info - Full Name,Ch2c Vs Version Info - Utg Url,Ch2c Vs Version Info - Cld,Ch2c Vs Version Info - Web Url,Ch2c Vs Version Info - Utg Name,Ch2c Vs Version Info - Utg Title,Ch2c Vs Version Info - Comments,Ch2c Binding Info - Realm,Ch2c Metadata - Table,Ch2c Metadata - Table Oid,Ch2c Metadata - Symbolic Name,Ch2c Metadata - Description,Ch2c Metadata - Type,Ch2c Metadata - Steward,Ch2c Metadata - Where Used,Ch2c Metadata - Version Introduced,Ch2c Metadata - Full Name,Ch2c Metadata - Utg Url
0761 -- DRG Procedure Determination Status,DOM: 761,DRGProcedureDeterminationStatus,"The domain of possible values for the status of the use of this
particular procedure for the diagnosis related group (DRG)
determination.",false,2.16.840.1.113883.18.400,drgProcedureDeterminationStatus,"Code system of concepts specifying the status of the use of this
particular procedure for the diagnosis related group (DRG)
determination. US Realm. Used in HL7 Version 2.x messaging in the PR1
segment.",DRG Procedure Determination Status Code System,http://terminology.hl7.org/CodeSystem/v2-0761,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.417,hl7VS-drgProcedureDeterminationStatus,"Value Set of codes that specify the status of the use of this
particular procedure for the diagnosis related group (DRG)
determination.",DRG Procedure Determination Status Value Set,http://terminology.hl7.org/ValueSet/v2-0761,all codes,,,,,example,0761,2.16.840.1.113883.12.761,DRG Procedure Determination Status,"Table of codes specifying the status of the use of this particular
procedure for the diagnosis related group (DRG) determination. US
Realm.",User,FM,PR1-21,2.6,,
0762 -- Supplementary Code (RXO-24),DOM: 762,SupplementaryCode,"The domain of possible values specifying the type of Supplementary
Code.",true,,,,,,,,,,,,,,,,,,,,,,,,,0762,2.16.840.1.113883.12.762,"",tbd,undefined,,RXO-24,,,
0763 -- DRG Procedure Relevance,DOM: 763,DRGProcedureRelevance,"The domain of possible values for the relevance of this particular
procedure for the diagnosis related group (DRG) determination.",false,2.16.840.1.113883.18.401,drgProcedureRelevance,"Code system of concepts specifying the relevance of this particular
procedure for the diagnosis related group (DRG) determination. US Realm.
Used in HL7 Version 2.x messaging in the PR1 segment.",DRG Procedure Relevance Code System,http://terminology.hl7.org/CodeSystem/v2-0763,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.418,hl7VS-drgProcedureRelevance,"Value Set of codes that specify the relevance of this particular
procedure for the diagnosis related group (DRG) determination.",DRG Procedure Relevance Value Set,http://terminology.hl7.org/ValueSet/v2-0763,all codes,,,,,representative,0763,2.16.840.1.113883.12.763,DRG Procedure Relevance,"Table of codes specifying the relevance of this particular procedure
for the diagnosis related group (DRG) determination. US Realm.",User,FM,PR1-22,2.6,,
0764 -- Requested Drug Strength Volume Units (RXO-26),DOM: 764,RequestedDrugStrengthVolumeUnits,"The domain of possible values specifying the type of Requested Drug
Strength Volume Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0764,2.16.840.1.113883.12.764,"",tbd,undefined,,RXO-26,,,
0765 -- Dispensing Pharmacy (RXO-32),DOM: 765,DispensingPharmacy,"The domain of possible values specifying the type of Dispensing
Pharmacy.",true,,,,,,,,,,,,,,,,,,,,,,,,,0765,2.16.840.1.113883.12.765,"",tbd,undefined,,RXO-32,,,
0766 -- Routing Instruction (RXR-5),DOM: 766,RoutingInstruction,"The domain of possible values specifying the type of Routing
Instruction.",true,,,,,,,,,,,,,,,,,,,,,,,,,0766,2.16.840.1.113883.12.766,"",tbd,undefined,,RXR-5,,,
0767 -- Bolus Dose Amount Units (RXV-4),DOM: 767,BolusDoseAmountUnits,"The domain of possible values specifying the type of Bolus Dose
Amount Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0767,2.16.840.1.113883.12.767,"",tbd,undefined,,RXV-4,,,
0768 -- Bolus Dose Volume Units (RXV-6),DOM: 768,BolusDoseVolumeUnits,"The domain of possible values specifying the type of Bolus Dose
Volume Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0768,2.16.840.1.113883.12.768,"",tbd,undefined,,RXV-6,,,
0769 -- PCA Dose Amount Units (RXV-9),DOM: 769,PCADoseAmountUnits,"The domain of possible values specifying the type of PCA Dose Amount
Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0769,2.16.840.1.113883.12.769,"",tbd,undefined,,RXV-9,,,
0770 -- PCA Dose Amount Volume Units (RXV-11),DOM: 770,PCADoseAmountVolumeUnits,"The domain of possible values specifying the type of PCA Dose Amount
Volume Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0770,2.16.840.1.113883.12.770,"",tbd,undefined,,RXV-11,,,
0771 -- Resource Type or Category,DOM: 771,ResourceTypeOrCategory,"The domain of possible values for a high level categorization of
resources.",true,,,,,,,,,,,,,,,,,,,,,,,,,0771,2.16.840.1.113883.12.771,Resource Type or Category,"Table of codes specifying a high level categorization of resources.
No suggested values.",User,PA,STF-39,2.6,,
0772 -- Max Dose Amount Units (RXV-13),DOM: 772,MaxDoseAmountUnits,"The domain of possible values specifying the type of Max Dose Amount
Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0772,2.16.840.1.113883.12.772,"",tbd,undefined,,RXV-13,,,
0773 -- Max Dose Amount Volume Units (RXV-15),DOM: 773,MaxDoseAmountVolumeUnits,"The domain of possible values specifying the type of Max Dose Amount
Volume Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0773,2.16.840.1.113883.12.773,"",tbd,undefined,,RXV-15,,,
0774 -- Location (SAC-15),DOM: 774,Location,The domain of possible values specifying the type of Location.,true,,,,,,,,,,,,,,,,,,,,,,,,,0774,2.16.840.1.113883.12.774,"",tbd,undefined,,SAC-15,,,
0775 -- Container Height/Diameter/Delta Units (SAC-20),DOM: 775,ContainerHeight/Diameter/DeltaUnits,"The domain of possible values specifying the type of Container
Height/Diameter/Delta Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0775,2.16.840.1.113883.12.775,"",tbd,undefined,,SAC-20,,,
0776 -- Item Status,DOM: 776,ItemStatus,"The domain of possible values for the status (useful for reporting
and item usage purposes) that applies to an item.",false,2.16.840.1.113883.18.402,itemStatus,"Code system of concepts specifying the status (useful for reporting
and item usage purposes) that applies to an item. Used in HL7 Version
2.x messaging in the ITM segment.",Item Status Code System,http://terminology.hl7.org/CodeSystem/v2-0776,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.419,hl7VS-itemStatus,"Value Set of codes that specify the status (useful for reporting and
item usage purposes) that applies to an item.",Item Status Value Set,http://terminology.hl7.org/ValueSet/v2-0776,all codes,,,,,representative,0776,2.16.840.1.113883.12.776,Item Status,"Table of codes specifying the status (useful for reporting and item
usage purposes) that applies to an item.",User,MM,ITM-3,2.6,,
0777 -- Volume Units (SAC-24),DOM: 777,VolumeUnits,"The domain of possible values specifying the type of Volume
Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0777,2.16.840.1.113883.12.777,"",tbd,undefined,,SAC-24,,,
0778 -- Item Type,DOM: 778,ItemType,"The domain of possible values for a classification of material items
into like groups as defined and utilized within an operating room
setting for charting procedures.",false,2.16.840.1.113883.18.403,itemType,"Code system of concepts specifying a classification of material
items into like groups as defined and utilized within an operating room
setting for charting procedures. Used in HL7 Version 2.x messaging in
the ITM segment.",Item Type Code System,http://terminology.hl7.org/CodeSystem/v2-0778,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.420,hl7VS-itemType,"Value Set of codes that specify a classification of material items
into like groups as defined and utilized within an operating room
setting for charting procedures.",Item Type Value Set,http://terminology.hl7.org/ValueSet/v2-0778,all codes,,,,,example,0778,2.16.840.1.113883.12.778,Item Type,"Table of codes specifying a classification of material items into
like groups as defined and utilized within an operating room setting for
charting procedures.",User,OO,ITM-4,2.6,,
0779 -- Hemolysis Index Units (SAC-33),DOM: 779,HemolysisIndexUnits,"The domain of possible values specifying the type of Hemolysis Index
Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0779,2.16.840.1.113883.12.779,"",tbd,undefined,,SAC-33,,,
0780 -- Lipemia Index Units (SAC-35),DOM: 780,LipemiaIndexUnits,"The domain of possible values specifying the type of Lipemia Index
Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0780,2.16.840.1.113883.12.780,"",tbd,undefined,,SAC-35,,,
0781 -- Icterus Index Units (SAC-37),DOM: 781,IcterusIndexUnits,"The domain of possible values specifying the type of Icterus Index
Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0781,2.16.840.1.113883.12.781,"",tbd,undefined,,SAC-37,,,
0782 -- Fibrin Index Units (SAC-39),DOM: 782,FibrinIndexUnits,"The domain of possible values specifying the type of Fibrin Index
Units.",true,,,,,,,,,,,,,,,,,,,,,,,,,0782,2.16.840.1.113883.12.782,"",tbd,undefined,,SAC-39,,,
0783 -- Application/Method Identifier (SID-1),DOM: 783,Application/MethodIdentifier,"The domain of possible values specifying the type of
Application/Method Identifier.",true,,,,,,,,,,,,,,,,,,,,,,,,,0783,2.16.840.1.113883.12.783,"",tbd,undefined,,SID-1,,,
0784 -- Specimen Source Site (SPM-8),DOM: 784,SpecimenSourceSite,"The domain of possible values specifying the type of Specimen Source
Site.",true,,,,,,,,,,,,,,,,,,,,,,,,,0784,2.16.840.1.113883.12.784,"",tbd,undefined,,SPM-8,,,
0785 -- Container Type (SPM-27),DOM: 785,ContainerType,"The domain of possible values specifying the type of Container Type
.",true,,,,,,,,,,,,,,,,,,,,,,,,,0785,2.16.840.1.113883.12.785,"",tbd,undefined,,SPM-27,,,
0786 -- Primary Key Value – STF (STF-1),DOM: 786,PrimaryKeyValue–STF,"The domain of possible values specifying the type of Primary Key
Value – STF.",true,,,,,,,,,,,,,,,,,,,,,,,,,0786,2.16.840.1.113883.12.786,"",tbd,undefined,,STD-1,,,
0787 -- Universal Service Identifier (TCC-1),DOM: 787,UniversalServiceIdentifier,"The domain of possible values specifying the type of Universal
Service Identifier.",true,,,,,,,,,,,,,,,,,,,,,,,,,0787,2.16.840.1.113883.12.787,"",tbd,undefined,,TCC-1,,,
0788 -- Units (TCC-13),DOM: 788,Units,The domain of possible values specifying the type of Units.,true,,,,,,,,,,,,,,,,,,,,,,,,,0788,2.16.840.1.113883.12.788,"",tbd,undefined,,TCC-13,,,
0789 -- Universal Service Identifier (TCD-1),DOM: 789,UniversalServiceIdentifier,"The domain of possible values specifying the type of Universal
Service Identifier.",true,,,,,,,,,,,,,,,,,,,,,,,,,0789,2.16.840.1.113883.12.789,"",tbd,undefined,,TCD-1,,,
0790 -- Approving Regulatory Agency,DOM: 790,ApprovingRegulatoryAgency,"The domain of possible values for the regulatory agency by which the
item has been approved, such as the FDA or AMA.",false,2.16.840.1.113883.18.404,approvingRegulatoryAgency,"Code system of concepts specifying the regulatory agency by which
the item has been approved, such as the FDA or AMA. Used in HL7 Version
2.x messaging in the ITM segment.",Approving Regulatory Agency Code System,http://terminology.hl7.org/CodeSystem/v2-0790,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.421,hl7VS-approvingRegulatoryAgency,"Value Set of codes that specify the regulatory agency by which the
item has been approved, such as the FDA or AMA.",Approving Regulatory Agency Value Set,http://terminology.hl7.org/ValueSet/v2-0790,all codes,,,,,example,0790,2.16.840.1.113883.12.790,Approving Regulatory Agency,"Table of codes specifying the regulatory agency by which the item
has been approved, such as the FDA or AMA.",User,OO,ITM-16,2.6,,
0791 -- Folder Assignment (TXA-24),DOM: 791,FolderAssignment,"The domain of possible values specifying the type of Folder
Assignment.",true,,,,,,,,,,,,,,,,,,,,,,,,,0791,2.16.840.1.113883.12.791,"",tbd,undefined,,TXA-24,,,
0792 -- Creating Specialty (TXA-28),DOM: 792,CreatingSpecialty,"The domain of possible values specifying the type of Creating
Specialty.",true,,,,,,,,,,,,,,,,,,,,,,,,,0792,2.16.840.1.113883.12.792,"",tbd,undefined,,TXA-28,,,
0793 -- Ruling Act,DOM: 793,RulingAct,"The domain of possible values for an act containing a rule that the
item is legally required to be included in notification reporting.",false,2.16.840.1.113883.18.405,rulingAct,"Code system of concepts specifying an act containing a rule that the
item is legally required to be included in notification reporting. Used
in HL7 Version 2.x messaging in the ITM segment.",Ruling Act Code System,http://terminology.hl7.org/CodeSystem/v2-0793,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.422,hl7VS-rulingAct,"Value Set of codes that specify an act containing a rule that the
item is legally required to be included in notification reporting.",Ruling Act Value Set,http://terminology.hl7.org/ValueSet/v2-0793,all codes,,,,,example,0793,2.16.840.1.113883.12.793,Ruling Act,"Table of codes specifying an act containing a rule that the item is
legally required to be included in notification reporting.",User,OO,ITM-18,2.6,,
0794 -- Units (CQ.2),DOM: 794,Unit,The domain of possible values specifying the units.,true,,,,,,,,,,,,,,,,,,,,,,,,,0794,2.16.840.1.113883.12.794,"",tbd,undefined,InM,CQ.2,2.9,,
0795 -- Implantation Status (DEV-17),DOM: 795,ImplantationStatus,"The domain of possible values specifying the implantation
status.",true,,,,,,,,,,,,,,,,,,,,,,,,,0795,2.16.840.1.113883.12.795,"",tbd,HL7,OO,DEV-17,2.9,,
0806 -- Sterilization Type,DOM: 806,SterilizationType,"The domain of possible values specifying the type of sterilization
used for sterilizing the inventory supply item in the ITM segment.",false,2.16.840.1.113883.18.406,sterilizationType,"Code system of concepts specifying the type of sterilization used
for sterilizing the inventory supply item in the ITM segment. Used in
HL7 Version 2.x messaging in the STZ segment.",Sterilization Type Code System,http://terminology.hl7.org/CodeSystem/v2-0806,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.423,hl7VS-sterilizationType,"Value Set of codes specifying the type of sterilization used for
sterilizing the inventory supply item in the ITM segment.",Sterilization Type Value Set,http://terminology.hl7.org/ValueSet/v2-0806,all codes,,,,,example,0806,2.16.840.1.113883.12.806,Sterilization Type,"Table of codes specifying the type of sterilization used for
sterilizing the inventory supply item in the ITM segment.",User,OO,STZ-1,2.6,,
0809 -- Maintenance Cycle,DOM: 809,MaintenanceCycle,"The domain of possible values specifying the maintenance cycle used
for the inventory supply item, such as the number of times to sharpen
after five uses.",true,,,,,,,,,,,,,,,,,,,,,,,,,0809,2.16.840.1.113883.12.809,Maintenance Cycle,"Table of codes specifying the maintenance cycle used for the
inventory supply item, such as the number of times to sharpen after five
uses. No suggested values.",User,OO,STZ-3,2.6,,
0811 -- Maintenance Type,DOM: 811,MaintenanceType,"The domain of possible values specifying the type of maintenance
performed on the inventory supply item. This is different than the
maintenance cycle in the sense that it can describe the number of
maintenance cycles that can be performed before disposing of the
inventory supply item.",true,,,,,,,,,,,,,,,,,,,,,,,,,0811,2.16.840.1.113883.12.811,Maintenance Type,"Table of codes specifying the type of maintenance performed on the
inventory supply item. This is different than the maintenance cycle in
the sense that it can describe the number of maintenance cycles that can
be performed before disposing of the inventory supply item. No suggested
values.",User,OO,STZ-4,2.6,,
0818 -- Package,DOM: 818,Package,"The domain of possible values specifying the packaging unit in which
this inventory supply item can be ordered or issued when purchased from
the vendor in the related vendor segment.",false,2.16.840.1.113883.18.407,package,"Code system of concepts specifying the packaging unit in which this
inventory supply item can be ordered or issued when purchased from the
vendor in the related vendor segment. Used in HL7 Version 2.x messaging
in the PKG segment.",Package Code System,http://terminology.hl7.org/CodeSystem/v2-0818,,,,,,01.10.2007,1,2.6,2.16.840.1.113883.21.424,hl7VS-package,"Value Set of codes specifying the packaging unit in which this
inventory supply item can be ordered or issued when purchased from the
vendor in the related vendor segment.",Package Value Set,http://terminology.hl7.org/ValueSet/v2-0818,all codes,,,,,example,0818,2.16.840.1.113883.12.818,Package,"Table of codes specifying the packaging unit in which this inventory
supply item can be ordered or issued when purchased from the vendor in
the related vendor segment.",User,OO,PKG-2,2.6,,
0820 -- Gender Harmony Concepts,DOM: 820,GenderHarmonyConcepts,"Concepts used to properly describe a person’s self-asserted
attributes like gender identity, pronouns and sexual orientation.",false,2.16.840.1.113883.6.1,loinc,"See http://loinc.org for a detailed description; the HL70396 code
for LOINC is ‘LN’",Personal Pronouns Code System,,,,,http://loinc.org,,,,,2.16.840.1.113883.21.480,hl7VS-genderHarmonyConcepts,tbd,Gender Harmony Concepts Value Set,,enumerated per table content,,,,,example,0820,2.16.840.1.113883.12.820,genderHarmonyConceptTable,"Table used to properly describe a person’s self-asserted attributes
like gender identity, pronouns and sexual orientation.",undefined,PA,GSP-4,2.9.1,,
